"","UID","school","eduction_level","education_type","job_title","No_Year_Wor_Experience","YearsWork","work_location","tuition","Blockchain","Cloud_computing","Analytical_reasoning","Artificial_Intelligence","UX_design","Business_analysis","Affiliate_marketing","Sales","Scientific_computing","Video_production","Persuasion","Collaboration","Adaptability","Emotional_Intelligence","Microsoft_Office","Microsoft_Excel","Visual_Basic","Python","R","SQL","Java","Public_Speaking","Cert_Amazon_Web_Services_Essential_Training","Cert_Scrum_Basics","Cert_Time_Management_Fundamentals","Cert_Online_Marketing_Foundations","Cert_Project_Management_Foundations","Cert_Body_Language_for_Leaders","Cert_Excel_Essential_Training","Cert_AWS_Certified_Advanced_Networking","Cert_Programming_Foundations","Cert_Project_Management_Professional","Cert_Git_Essential_Training","Cert_Microsoft_Certified__Azure_Fundamentals","Cert_Developing_Executive_Presence","Cert_Online_Marketing_Foundations.1","Cert_Strategic_Thinking","Count","Mergecol","title","Location","numbersofjob","jobgrowth","salary","salarygrowth"
"232",232,"University of Alberta","Bachelor's","Physical Sciences","Senior Service Manager",8,"8 years","Nova Scotia",38000,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,"Senior Service Manager Nova Scotia","Senior Service Manager","Nova Scotia",19100,-3.24,127825,-2.36
"233",233,"Cygep de Saint-Hyacinthe","Associate","French language and literature/letters","Manufacturing Manager",1,"1 years","Prince Edward Island",66500,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,"Manufacturing Manager Prince Edward Island","Manufacturing Manager","Prince Edward Island",49900,-1.48,76975,8.2
"234",234,"York University","Bachelor's","Mathematics and statistics","Oceanographers",7,"7 years","Saskatchewan",35000,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,"Oceanographers Saskatchewan","Oceanographers","Saskatchewan",87900,7.32,128275,19.64
"235",235,"HEC Montryal","Bachelor's","Liberal arts and sciences, general studies and humanities","Engineering Manager",6,"6 years","Alberta",36000,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,"Engineering Manager Alberta","Engineering Manager","Alberta",37900,2.92,48025,12.6
"236",236,"Victoria University","Bachelor's","Health professions and related programs","Community Manager",5,"5 years","Alberta",75000,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,"Community Manager Alberta","Community Manager","Alberta",47100,13.48,143425,-2.36
"237",237,"University of Windsor","Doctoral","Biological and biomedical Sciences","Electrical Engineer",8,"8 years","Northwest Territories",64500,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,"Electrical Engineer Northwest Territories","Electrical Engineer","Northwest Territories",6700,2.92,140050,16.12
"238",238,"Victoria University","Associate","Mathematics and statistics","Railway Traffic Controller",8,"8 years","Newfoundland and Labrador",71000,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,"Railway Traffic Controller Newfoundland and Labrador","Railway Traffic Controller","Newfoundland and Labrador",6300,-3.24,90325,2.04
"239",239,"University du Quybec à Rimouski (UQAR)","Master's","Social Sciences","Restaurant and Food Service Manager",10,"10 years","Yukon",29000,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,"Restaurant and Food Service Manager Yukon","Restaurant and Food Service Manager","Yukon",15100,3.8,126250,6.44
"240",240,"Cygep de Saint-Hyacinthe","Associate","Construction trades","Retail and Wholesale Trade Manager",5,"5 years","Alberta",24500,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,"Retail and Wholesale Trade Manager Alberta","Retail and Wholesale Trade Manager","Alberta",16900,17.88,146125,12.6
"241",241,"York University","Master's","Family and consumer Sciences","Restaurant and Food Service Manager",2,"2 years","British Columbia",48000,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,"Restaurant and Food Service Manager British Columbia","Restaurant and Food Service Manager","British Columbia",31100,16.12,131500,4.68
"242",242,"Cygep de la Gaspysie et des Îles","Bachelor's","Education","Marketing Manager",3,"3 years","New Brunswick",20000,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,"Marketing Manager New Brunswick","Marketing Manager","New Brunswick",12300,10.84,149200,12.6
"243",243,"University de Guelph, Campus d'Alfred","Associate","Architecture and related services","Publiching Manager",6,"6 years","British Columbia",57500,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,"Publiching Manager British Columbia","Publiching Manager","British Columbia",23300,6.44,78175,-3.24
"244",244,"Cygep de Saint-Hyacinthe","Bachelor's","Science technologies/technicians","Climatologists",3,"3 years","British Columbia",30500,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,"Climatologists British Columbia","Climatologists","British Columbia",37300,7.32,44125,10.84
"245",245,"Brock University","Associate","Area, ethnic, cultural, gender, and group studies","Climatologists",8,"8 years","Nova Scotia",26000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,"Climatologists Nova Scotia","Climatologists","Nova Scotia",28100,10.84,95725,16.12
"246",246,"University of Western Ontario","Master's","Library Science","Economic Policy Researcher",4,"4 years","Manitoba",56000,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,"Economic Policy Researcher Manitoba","Economic Policy Researcher","Manitoba",57500,4.68,94225,-2.36
"247",247,"Queen's University","Master's","English language and literature/letters","Utilities Manager",2,"2 years","New Brunswick",50000,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,"Utilities Manager New Brunswick","Utilities Manager","New Brunswick",39100,9.96,115975,2.92
"248",248,"Huron University College","Doctoral","Architecture and related services","Publiching Manager",2,"2 years","Prince Edward Island",30000,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,"Publiching Manager Prince Edward Island","Publiching Manager","Prince Edward Island",74900,5.56,67225,9.08
"249",249,"York University","Associate","Engineering technologies and engineering-related fields","Climatologists",10,"10 years","New Brunswick",41500,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,"Climatologists New Brunswick","Climatologists","New Brunswick",61700,-5,44200,-4.12
"250",250,"HEC Montryal","Doctoral","Aboriginal and foreign languages, literatures and linguistics","Corporate Sales Manager",4,"4 years","Manitoba",49500,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"Corporate Sales Manager Manitoba","Corporate Sales Manager","Manitoba",82700,-4.12,103675,-3.24
"251",251,"University of Western Ontario","Bachelor's","English language and literature/letters","Natural Resources Manager",7,"7 years","New Brunswick",27000,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,"Natural Resources Manager New Brunswick","Natural Resources Manager","New Brunswick",22300,19.64,136675,-1.48
"252",252,"New Brunswick Bible Institute","Master's","Engineering","Computer Programmer",4,"4 years","Alberta",21500,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,"Computer Programmer Alberta","Computer Programmer","Alberta",33900,2.04,107200,11.72
"253",253,"University of Waterloo","Associate","Health professions and related programs","Marine Traffic Regulators",6,"6 years","New Brunswick",36500,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Marine Traffic Regulators New Brunswick","Marine Traffic Regulators","New Brunswick",16900,9.08,102325,7.32
"254",254,"Brock University","Associate","English language and literature/letters","Business Development Officer",3,"3 years","Yukon",57000,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,"Business Development Officer Yukon","Business Development Officer","Yukon",97500,-0.6,44575,6.44
"255",255,"Brock University","Master's","Communications technologies/technicians and support services","Railway Traffic Controller",7,"7 years","Ontario",63000,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,"Railway Traffic Controller Ontario","Railway Traffic Controller","Ontario",53700,17.88,145600,-2.36
"256",256,"Victoria University","Associate","Education","Purchasing Manager",4,"4 years","New Brunswick",70000,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,"Purchasing Manager New Brunswick","Purchasing Manager","New Brunswick",24100,3.8,57400,7.32
"257",257,"University of Alberta","Associate","English language and literature/letters","Accommodation Service Manager",3,"3 years","Nunavut",30000,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,"Accommodation Service Manager Nunavut","Accommodation Service Manager","Nunavut",30100,16.12,110500,0.28
"258",258,"Cygep de Saint-Hyacinthe","Associate","English language and literature/letters","Engineering Manager",8,"8 years","Northwest Territories",67500,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,"Engineering Manager Northwest Territories","Engineering Manager","Northwest Territories",70100,5.56,49900,2.92
"259",259,"University of Guelph","Master's","Agriculture, agriculture operations and related Sciences","Real Estate Agent",8,"8 years","New Brunswick",68000,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,"Real Estate Agent New Brunswick","Real Estate Agent","New Brunswick",63500,13.48,87400,15.24
"260",260,"Dalhousie University","Bachelor's","Liberal arts and sciences, general studies and humanities","Manufacturing Manager",2,"2 years","New Brunswick",44000,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,"Manufacturing Manager New Brunswick","Manufacturing Manager","New Brunswick",50900,12.6,80200,-2.36
"261",261,"HEC Montryal","Master's","Multidisciplinary/interdisciplinary studies","Medical Radiation Technologist",6,"6 years","Nunavut",54000,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,"Medical Radiation Technologist Nunavut","Medical Radiation Technologist","Nunavut",3900,-5,56950,11.72
"262",262,"Wilfrid Laurier University","Associate","Education","Investment Manager",4,"4 years","Nova Scotia",58500,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,"Investment Manager Nova Scotia","Investment Manager","Nova Scotia",76700,19.64,114100,17.88
"263",263,"University de Sherbrooke","Bachelor's","Science technologies/technicians","Nutritionist",4,"4 years","Northwest Territories",21000,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,"Nutritionist Northwest Territories","Nutritionist","Northwest Territories",90100,10.84,60475,9.96
"264",264,"Concordia University","Bachelor's","Military Science, leadership and operational art","Restaurant and Food Service Manager",5,"5 years","Quebec",70500,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,"Restaurant and Food Service Manager Quebec","Restaurant and Food Service Manager","Quebec",15700,13.48,51100,14.36
"265",265,"Vancouver Institute of Media Arts","Associate","Agriculture, agriculture operations and related Sciences","Meteorologist",6,"6 years","Northwest Territories",20000,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,"Meteorologist Northwest Territories","Meteorologist","Northwest Territories",70700,3.8,51850,-1.48
"266",266,"Cygep de la Gaspysie et des Îles","Master's","Precision production","Home Building and Renovation Manager",3,"3 years","Ontario",53500,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,"Home Building and Renovation Manager Ontario","Home Building and Renovation Manager","Ontario",96900,8.2,110725,9.96
"267",267,"University de Sherbrooke","Associate","History","Construction Manager",10,"10 years","New Brunswick",67500,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,"Construction Manager New Brunswick","Construction Manager","New Brunswick",47100,14.36,79075,7.32
"268",268,"Queen's University","Associate","Health professions and related programs","Data Administrator",4,"4 years","Nova Scotia",51500,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,"Data Administrator Nova Scotia","Data Administrator","Nova Scotia",57300,4.68,55600,8.2
"269",269,"Vancouver Institute of Media Arts","Doctoral","Psychology","Climatologists",5,"5 years","Ontario",59500,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,"Climatologists Ontario","Climatologists","Ontario",93700,5.56,53875,3.8
"270",270,"University de Guelph, Campus d'Alfred","Master's","Theology and religious vocations","Terminologist",5,"5 years","Nova Scotia",58000,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,"Terminologist Nova Scotia","Terminologist","Nova Scotia",30500,11.72,128500,-0.6
"271",271,"College of the New Caledonia","Bachelor's","History","Library Manager",6,"6 years","Manitoba",30500,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,"Library Manager Manitoba","Library Manager","Manitoba",72900,14.36,113800,13.48
"272",272,"HEC Montryal","Associate","Construction trades","Statistician",10,"10 years","Northwest Territories",78500,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,"Statistician Northwest Territories","Statistician","Northwest Territories",37500,-3.24,124150,1.16
"273",273,"University du Quybec à Rimouski (UQAR)","Master's","Public administration and social service professions","Postal and Courier Services Manager",7,"7 years","Northwest Territories",43500,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,"Postal and Courier Services Manager Northwest Territories","Postal and Courier Services Manager","Northwest Territories",12900,18.76,95800,4.68
"274",274,"Simon Fraser University","Master's","Agriculture, agriculture operations and related Sciences","Pharmacist",6,"6 years","New Brunswick",39000,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,"Pharmacist New Brunswick","Pharmacist","New Brunswick",23900,11.72,41500,-3.24
"275",275,"Niagara College","Doctoral","Architecture and related services","Insurance Manager",2,"2 years","New Brunswick",58500,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,"Insurance Manager New Brunswick","Insurance Manager","New Brunswick",83900,8.2,146650,5.56
"276",276,"Cygep de la Gaspysie et des Îles","Doctoral","Mechanic and repair technologies/technicians","Insurance Manager",5,"5 years","Ontario",35500,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,"Insurance Manager Ontario","Insurance Manager","Ontario",43500,-1.48,146950,6.44
"277",277,"Brescia University College","Bachelor's","Physical Sciences","Utilities Manager",3,"3 years","Yukon",44000,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,"Utilities Manager Yukon","Utilities Manager","Yukon",29300,0.28,93625,17
"278",278,"Queen's University","Master's","Agriculture, agriculture operations and related Sciences","Purchasing Manager",2,"2 years","New Brunswick",41000,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,"Purchasing Manager New Brunswick","Purchasing Manager","New Brunswick",24100,3.8,57400,7.32
"279",279,"Simon Fraser University","Master's","English language and literature/letters","Medical Radiation Technologist",9,"9 years","Saskatchewan",27500,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,"Medical Radiation Technologist Saskatchewan","Medical Radiation Technologist","Saskatchewan",43700,0.28,45550,12.6
"280",280,"University du Quybec à Rimouski (UQAR)","Master's","Family and consumer Sciences","Interactive Media Developer",4,"4 years","Prince Edward Island",36500,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"Interactive Media Developer Prince Edward Island","Interactive Media Developer","Prince Edward Island",65500,-3.24,134800,19.64
"281",281,"Brescia University College","Master's","Construction trades","Natural Resources Manager",1,"1 years","Newfoundland and Labrador",43000,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,"Natural Resources Manager Newfoundland and Labrador","Natural Resources Manager","Newfoundland and Labrador",6500,17,42550,13.48
"282",282,"Simon Fraser University","Master's","Social Sciences","Insurance Manager",2,"2 years","Nunavut",34000,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,"Insurance Manager Nunavut","Insurance Manager","Nunavut",30300,11.72,118675,3.8
"283",283,"Ryerson University","Doctoral","Education","Senior Government Official",8,"8 years","Prince Edward Island",64500,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,"Senior Government Official Prince Edward Island","Senior Government Official","Prince Edward Island",36700,-5,75325,5.56
"284",284,"University of Waterloo","Doctoral","Military Science, leadership and operational art","Marketing researcher",9,"9 years","Manitoba",61500,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,"Marketing researcher Manitoba","Marketing researcher","Manitoba",87700,-5,145075,7.32
"285",285,"University of Alberta","Bachelor's","Liberal arts and sciences, general studies and humanities","Library Manager",5,"5 years","Prince Edward Island",38000,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,"Library Manager Prince Edward Island","Library Manager","Prince Edward Island",66100,11.72,95125,17
"286",286,"Brescia University College","Associate","Legal professions and studies","Interactive Media Developer",7,"7 years","Saskatchewan",53000,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,"Interactive Media Developer Saskatchewan","Interactive Media Developer","Saskatchewan",76700,13.48,43075,19.64
"287",287,"Concordia University","Bachelor's","Aboriginal and foreign languages, literatures and linguistics","Interactive Media Developer",9,"9 years","British Columbia",38000,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,"Interactive Media Developer British Columbia","Interactive Media Developer","British Columbia",22700,-3.24,67675,11.72
"288",288,"Niagara College","Master's","Public administration and social service professions","Library Manager",8,"8 years","Saskatchewan",42000,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,"Library Manager Saskatchewan","Library Manager","Saskatchewan",6100,9.08,101050,8.2
"289",289,"University of Guelph","Doctoral","Library Science","Electrical Engineer",3,"3 years","Manitoba",57000,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"Electrical Engineer Manitoba","Electrical Engineer","Manitoba",24700,13.48,113650,19.64
"290",290,"Brescia University College","Master's","Multidisciplinary/interdisciplinary studies","Human Resources Manager",2,"2 years","Nova Scotia",60000,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,"Human Resources Manager Nova Scotia","Human Resources Manager","Nova Scotia",50500,7.32,140950,-5
"291",291,"University du Quybec à Rimouski (UQAR)","Master's","Aboriginal and foreign languages, literatures and linguistics","Financial Sales Representative",10,"10 years","Prince Edward Island",58500,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,"Financial Sales Representative Prince Edward Island","Financial Sales Representative","Prince Edward Island",57900,-0.6,86200,11.72
"292",292,"University de Montryal","Master's","Social Sciences","Restaurant and Food Service Manager",8,"8 years","Newfoundland and Labrador",38000,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"Restaurant and Food Service Manager Newfoundland and Labrador","Restaurant and Food Service Manager","Newfoundland and Labrador",69500,3.8,79675,18.76
"293",293,"University of Windsor","Master's","Psychology","Purchasing Manager",10,"10 years","Ontario",51500,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,"Purchasing Manager Ontario","Purchasing Manager","Ontario",23100,-3.24,71350,-2.36
"294",294,"University de Montryal","Associate","Visual and performing arts","Climatologists",6,"6 years","Northwest Territories",27500,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,"Climatologists Northwest Territories","Climatologists","Northwest Territories",57300,3.8,124600,2.04
"295",295,"Dalhousie University","Doctoral","Architecture and related services","Financial Sales Representative",10,"10 years","Prince Edward Island",51000,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,"Financial Sales Representative Prince Edward Island","Financial Sales Representative","Prince Edward Island",57900,-0.6,86200,11.72
"296",296,"Simon Fraser University","Associate","Family and consumer Sciences","Medical Radiation Technologist",2,"2 years","Saskatchewan",29500,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,"Medical Radiation Technologist Saskatchewan","Medical Radiation Technologist","Saskatchewan",43700,0.28,45550,12.6
"297",297,"College of the New Caledonia","Bachelor's","Psychology","Data Administrator",6,"6 years","Nova Scotia",72500,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,"Data Administrator Nova Scotia","Data Administrator","Nova Scotia",57300,4.68,55600,8.2
