UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
665,University of Waterloo,Doctoral,Engineering,Restaurant and Food Service Manager,3,3 years,Nova Scotia,22500,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,91300,17,97750,3.8
666,New Brunswick Bible Institute,Associate,Theology and religious vocations,Corporate Sales Manager,3,3 years,Saskatchewan,65500,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,62700,18.76,122125,-3.24
667,University of Toronto,Doctoral,Mechanic and repair technologies/technicians,Database Analyst,1,1 years,Northwest Territories,60000,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,22900,17.88,140050,6.44
668,Saint Mary's University,Bachelor's,"Dental, medical and veterinary residency programs",Library and Public Archive Technician,4,4 years,Newfoundland and Labrador,53000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,79500,9.08,135175,-0.6
669,Dalhousie University,Doctoral,Biological and biomedical Sciences,Nutritionist,8,8 years,Newfoundland and Labrador,57500,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,27900,-1.48,79975,8.2
670,"University de Guelph, Campus d'Alfred",Master's,Construction trades,Financial Manager,9,9 years,Saskatchewan,59000,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,34700,-2.36,89875,-1.48
671,Concordia University,Master's,Philosophy and religious studies,Purchasing Manager,8,8 years,Prince Edward Island,58000,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,18900,17,129175,6.44
672,New Brunswick Bible Institute,Master's,Architecture and related services,Telecommunication Manager,4,4 years,British Columbia,48500,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,37700,10.84,85225,7.32
673,New Brunswick Bible Institute,Master's,Military technologies and applied Sciences,Nutritionist,6,6 years,New Brunswick,60000,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,92300,1.16,86950,-4.12
674,McMaster University,Bachelor's,Engineering technologies and engineering-related fields,Human Resources Manager,2,2 years,Ontario,48500,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,59100,1.16,110500,-2.36
675,Cygep de Saint-Hyacinthe,Master's,Family and consumer Sciences,Corporate Sales Manager,9,9 years,British Columbia,56000,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,23500,15.24,132925,2.04
676,Ryerson University,Bachelor's,Precision production,Corporate Sales Manager,5,5 years,Quebec,46500,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,84100,10.84,68275,3.8
677,Brescia University College,Master's,Precision production,Film and Video Camera Operator,2,2 years,Nova Scotia,30500,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,69700,19.64,84250,-3.24
678,Cygep de la Gaspysie et des Îles,Bachelor's,"Liberal arts and sciences, general studies and humanities",Data Administrator,5,5 years,New Brunswick,74500,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,78500,-4.12,66775,17.88
679,"University de Guelph, Campus d'Alfred",Associate,"Agriculture, agriculture operations and related Sciences",Economist,6,6 years,British Columbia,30000,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,5100,17,97600,12.6
680,University of Western Ontario,Bachelor's,Transportation and materials moving,Electrical Engineer,10,10 years,Saskatchewan,41500,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,24900,10.84,48100,-2.36
681,Ryerson University,Bachelor's,Engineering,Program Administration Manager,5,5 years,Northwest Territories,68000,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,5100,-5,48025,3.8
682,University of Toronto,Doctoral,Biological and biomedical Sciences,Postal and Courier Services Manager,8,8 years,Nunavut,68500,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,86100,-0.6,125875,3.8
683,Concordia University,Master's,"Business, management, marketing and related support services",Corporate Sales Manager,9,9 years,Prince Edward Island,74500,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,61500,14.36,43300,2.04
684,Simon Fraser University,Doctoral,"Business, management, marketing and related support services",Architecture and Science Manager,9,9 years,Ontario,67000,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,46300,2.92,79225,9.08
685,Queen's University,Master's,Construction trades,Insurance Manager,8,8 years,British Columbia,42500,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,79900,17.88,100375,4.68
686,College of the New Caledonia,Bachelor's,Engineering technologies and engineering-related fields,Railway Traffic Controller,1,1 years,British Columbia,28500,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,58100,14.36,81925,11.72
687,Huron University College,Bachelor's,"Communication, journalism and related programs",Purchasing Manager,9,9 years,Ontario,33500,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,23100,-3.24,71350,-2.36
688,Cygep de Saint-Laurent,Associate,"Agriculture, agriculture operations and related Sciences",Retail and Wholesale Trade Manager,2,2 years,Northwest Territories,40500,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,71700,-5,88150,5.56
689,Brescia University College,Master's,Natural resources and conservation,Marketing Manager,5,5 years,Northwest Territories,29000,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,11900,18.76,134200,8.2
690,Simon Fraser University,Master's,Education,Mechanical Engineer,5,5 years,British Columbia,23000,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,21700,10.84,63025,-5
691,University of Windsor,Master's,"Parks, recreation, leisure and fitness studies",Community Manager,1,1 years,Nunavut,71000,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,37700,0.28,50500,18.76
692,University de Montryal,Master's,"Business, management, marketing and related support services",Architecture and Science Manager,1,1 years,Nova Scotia,78000,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,52300,9.08,109825,19.64
693,University of Alberta,Associate,Visual and performing arts,Financial Sales Representative,3,3 years,Newfoundland and Labrador,38000,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,44100,-1.48,69025,17.88
694,Brock University,Associate,Computer and information Sciences and support services,Employment Counsellor,10,10 years,Newfoundland and Labrador,36000,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,38500,7.32,111700,9.96
695,University of Waterloo,Associate,Precision production,Senior Service Manager,5,5 years,Alberta,74000,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,13500,-1.48,112525,1.16
696,Brock University,Associate,"Parks, recreation, leisure and fitness studies",Manufacturing Manager,9,9 years,Ontario,52000,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,65100,-4.12,133750,12.6
697,University of Toronto,Doctoral,Military technologies and applied Sciences,Interpreters,1,1 years,Newfoundland and Labrador,36000,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,4700,-0.6,45175,4.68
698,University of Alberta,Doctoral,Computer and information Sciences and support services,Library and Public Archive Technician,9,9 years,Nunavut,43000,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,36900,17.88,83125,6.44
699,York University,Associate,Engineering technologies and engineering-related fields,Home Building and Renovation Manager,2,2 years,New Brunswick,49000,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,99300,10.84,95050,17.88
700,University of Toronto,Master's,Visual and performing arts,Educational Counsellor,8,8 years,Quebec,72500,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,41900,10.84,64750,15.24
701,Carleton University,Master's,Security and protective services,Educational Counsellor,2,2 years,Prince Edward Island,28000,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,65300,1.16,148450,13.48
702,University of Guelph,Master's,Family and consumer Sciences,Marine Traffic Regulators,10,10 years,Nunavut,29000,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,99500,-4.12,79300,8.2
703,University of Alberta,Associate,Theology and religious vocations,Engineering Manager,10,10 years,Saskatchewan,53000,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,93700,3.8,128050,13.48
704,New Brunswick Bible Institute,Associate,English language and literature/letters,Marine Traffic Regulators,7,7 years,Nova Scotia,55500,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,51900,18.76,66250,4.68
705,University du Quybec à Rimouski (UQAR),Associate,Precision production,Interactive Media Developer,3,3 years,Nova Scotia,24000,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,67700,-1.48,56275,-5
706,Niagara College,Doctoral,Mechanic and repair technologies/technicians,Home Building and Renovation Manager,4,4 years,Prince Edward Island,48000,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,80700,0.28,45925,18.76
707,Vancouver Institute of Media Arts,Bachelor's,Military technologies and applied Sciences,Translator,6,6 years,Prince Edward Island,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,55900,16.12,54025,-2.36
708,University of Alberta,Associate,Visual and performing arts,Business Development Officer,10,10 years,Yukon,56000,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,97500,-0.6,44575,6.44
709,Concordia University,Bachelor's,Personal and culinary services,Community Manager,2,2 years,Newfoundland and Labrador,48000,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,33100,10.84,142225,-1.48
710,University de Montryal,Associate,Communications technologies/technicians and support services,Engineering Manager,1,1 years,Alberta,35000,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,37900,2.92,48025,12.6
711,"University de Guelph, Campus d'Alfred",Master's,Security and protective services,Purchasing Manager,4,4 years,Northwest Territories,77500,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,40500,11.72,77800,14.36
712,HEC Montryal,Doctoral,Visual and performing arts,Climatologists,4,4 years,New Brunswick,30500,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,61700,-5,44200,-4.12
713,University du Quybec à Rimouski (UQAR),Bachelor's,Natural resources and conservation,Psychologist,6,6 years,Newfoundland and Labrador,61500,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,82900,19.64,61600,9.96
714,Dalhousie University,Doctoral,English language and literature/letters,Oceanographers,4,4 years,New Brunswick,56500,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,90900,4.68,64225,11.72
715,Concordia University,Master's,Security and protective services,Interpreters,1,1 years,Ontario,47500,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,19300,11.72,58675,17
716,Saint Mary's University,Bachelor's,Science technologies/technicians,Transportation Manager,8,8 years,Newfoundland and Labrador,20500,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,54500,12.6,102625,-2.36
717,University of Toronto,Bachelor's,Engineering technologies and engineering-related fields,Business Development Officer,7,7 years,New Brunswick,47500,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,9300,17.88,106375,-1.48
718,University of Toronto,Associate,Transportation and materials moving,Electrical Engineer,10,10 years,Newfoundland and Labrador,79500,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,40700,5.56,52975,0.28
719,College of the New Caledonia,Associate,Physical Sciences,Corporate Sales Manager,5,5 years,Newfoundland and Labrador,34000,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,58900,19.64,57625,1.16
720,University de Montryal,Associate,"Liberal arts and sciences, general studies and humanities",Climatologists,8,8 years,Manitoba,53000,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,77700,9.96,60100,6.44
721,New Brunswick Bible Institute,Master's,Natural resources and conservation,Architecture and Science Manager,2,2 years,Nunavut,47500,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,47500,16.12,43075,0.28
722,University of Toronto,Associate,Architecture and related services,Insurance Agent,8,8 years,Prince Edward Island,76500,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,77500,5.56,56350,9.96
723,University of Alberta,Bachelor's,Theology and religious vocations,Educational Counsellor,8,8 years,Northwest Territories,41500,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,20900,3.8,79375,12.6
724,Cygep de la Gaspysie et des Îles,Doctoral,French language and literature/letters,Interactive Media Developer,7,7 years,Quebec,31000,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,30700,2.92,130975,10.84
725,Ryerson University,Bachelor's,History,Employment Counsellor,10,10 years,Nova Scotia,60500,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,81700,17,65125,17.88
726,Saint Mary's University,Bachelor's,Precision production,Civil Engineer,7,7 years,New Brunswick,73500,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,75300,19.64,42775,2.92
727,Huron University College,Associate,Science technologies/technicians,Real Estate Agent,10,10 years,Saskatchewan,35500,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,63700,8.2,120925,8.2
728,Brescia University College,Bachelor's,Mechanic and repair technologies/technicians,Senior Government Official,6,6 years,Quebec,64000,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,85900,9.08,137125,6.44
729,Cygep de Saint-Hyacinthe,Master's,"Parks, recreation, leisure and fitness studies",Meteorologist,7,7 years,Prince Edward Island,68500,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,99100,5.56,97975,15.24
730,Huron University College,Associate,Architecture and related services,Senior Service Manager,2,2 years,Prince Edward Island,22500,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4700,17,120400,0.28
731,"University de Guelph, Campus d'Alfred",Associate,Psychology,Program Administration Manager,5,5 years,Prince Edward Island,24500,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,75900,0.28,61600,3.8
732,Simon Fraser University,Associate,Engineering technologies and engineering-related fields,Human Resources Manager,1,1 years,Alberta,41000,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,7100,4.68,92275,17
733,Ryerson University,Bachelor's,Health professions and related programs,Human Resources Manager,1,1 years,Quebec,56500,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,93300,-0.6,55000,-5
734,McMaster University,Bachelor's,"Agriculture, agriculture operations and related Sciences",Mathematician,4,4 years,New Brunswick,63000,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,82500,15.24,81925,2.92
735,Cygep de Saint-Laurent,Doctoral,Psychology,Financial Sales Representative,5,5 years,Newfoundland and Labrador,49000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,44100,-1.48,69025,17.88
736,Brock University,Master's,"Agriculture, agriculture operations and related Sciences",Educational Counsellor,3,3 years,Alberta,45000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,27300,1.16,57175,3.8
737,Ryerson University,Master's,Visual and performing arts,Insurance Agent,6,6 years,Yukon,43000,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,53700,8.2,84850,7.32
738,University de Montryal,Doctoral,Mathematics and statistics,Dietitian,5,5 years,Prince Edward Island,69000,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,27500,4.68,140350,-4.12
739,Niagara College,Bachelor's,"Military Science, leadership and operational art",Insurance Manager,10,10 years,Saskatchewan,54500,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,28500,2.92,43075,10.84
740,Cygep de Saint-Laurent,Master's,Physical Sciences,Nutritionist,5,5 years,Nunavut,63000,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,81300,3.8,86275,17.88
741,University of Guelph,Master's,Transportation and materials moving,Pharmacist,1,1 years,Prince Edward Island,48500,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,92300,17,129250,8.2
742,University of Alberta,Master's,Military technologies and applied Sciences,Actuary,1,1 years,Manitoba,32000,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,81700,13.48,90850,17.88
743,Concordia University,Bachelor's,Natural resources and conservation,Senior Communication Manager,2,2 years,Saskatchewan,34000,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,4900,-4.12,130600,6.44
744,University de Montryal,Associate,"Area, ethnic, cultural, gender, and group studies",Accommodation Service Manager,4,4 years,Saskatchewan,50500,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,61100,13.48,59725,15.24
745,New Brunswick Bible Institute,Associate,English language and literature/letters,Marketing Manager,7,7 years,Nunavut,34500,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,73900,6.44,62275,19.64
746,Cygep de Saint-Laurent,Doctoral,Engineering,Human Resources Manager,8,8 years,Saskatchewan,52500,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,84100,2.92,68950,11.72
747,New Brunswick Bible Institute,Doctoral,"Liberal arts and sciences, general studies and humanities",Utilities Manager,6,6 years,Manitoba,66000,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,22300,13.48,119425,-3.24
748,Niagara College,Master's,Philosophy and religious studies,Manufacturing Manager,5,5 years,Prince Edward Island,53500,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,49900,-1.48,76975,8.2
749,Victoria University,Doctoral,Security and protective services,Interpreters,3,3 years,Prince Edward Island,59000,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,49900,17,136450,0.28
750,McMaster University,Bachelor's,Public administration and social service professions,Oceanographers,1,1 years,Yukon,75500,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,82100,17.88,100300,11.72
751,Carleton University,Associate,Health professions and related programs,Insurance Agent,5,5 years,Saskatchewan,43500,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,16700,-4.12,143350,19.64
752,Brescia University College,Associate,Personal and culinary services,Interactive Media Developer,6,6 years,Yukon,77000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,52500,9.96,90775,18.76
753,University of Waterloo,Bachelor's,Library Science,Climatologists,9,9 years,Prince Edward Island,34000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,31500,-2.36,122050,15.24
754,Saint Mary's University,Master's,Precision production,Geoscientist,3,3 years,Alberta,66500,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,40100,4.68,89950,9.96
755,Concordia University,Associate,"Area, ethnic, cultural, gender, and group studies",Economist,7,7 years,British Columbia,42500,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,5100,17,97600,12.6
756,Cygep de Saint-Laurent,Associate,"Parks, recreation, leisure and fitness studies",Insurance Agent,1,1 years,Nunavut,64500,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,73900,14.36,51325,11.72
757,Brescia University College,Doctoral,Natural resources and conservation,Mathematician,9,9 years,British Columbia,53500,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,86300,2.04,69325,-5
758,University of Western Ontario,Bachelor's,Social Sciences,Interpreters,10,10 years,Quebec,68500,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,66300,13.48,52750,10.84
