,UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
324,324,Huron University College,Doctoral,Theology and religious vocations,Educational Counsellor,8,8 years,Ontario,64500,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,27900,1.16,77500,77500
325,325,University of Toronto,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Restaurant and Food Service Manager,8,8 years,Prince Edward Island,44000,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,42900,0.28,145075,145075
326,326,Vancouver Institute of Media Arts,Doctoral,Construction trades,Accommodation Service Manager,10,10 years,Manitoba,80000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,93100,11.72,128200,128200
327,327,University of Western Ontario,Doctoral,Visual and performing arts,Senior Service Manager,6,6 years,Yukon,25000,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,7500,17.88,114550,114550
328,328,McMaster University,Master's,"Military Science, leadership and operational art",Transportation Manager,2,2 years,Quebec,59000,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,88300,0.28,50650,50650
329,329,Carleton University,Doctoral,Theology and religious vocations,Employment Counsellor,3,3 years,Quebec,32500,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,52100,15.24,73900,73900
330,330,Victoria University,Master's,"Area, ethnic, cultural, gender, and group studies",Retail and Wholesale Trade Manager,9,9 years,Quebec,51000,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,74700,6.44,56350,56350
331,331,College of the New Caledonia,Doctoral,Biological and biomedical Sciences,Dietitian,7,7 years,Nunavut,52000,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,95700,-2.36,73975,73975
332,332,Queen's University,Associate,Science technologies/technicians,Marine Traffic Regulators,6,6 years,Ontario,47000,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,56900,17.88,109000,109000
333,333,Cygep de Saint-Hyacinthe,Associate,Education,Transportation Manager,8,8 years,New Brunswick,65500,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,34100,0.28,89125,89125
334,334,Vancouver Institute of Media Arts,Bachelor's,Engineering technologies and engineering-related fields,Climatologists,4,4 years,Quebec,59500,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,89500,10.84,102100,102100
335,335,Cygep de la Gaspysie et des Îles,Associate,Natural resources and conservation,Insurance Manager,2,2 years,Nova Scotia,61000,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,14700,3.8,76300,76300
336,336,University of Toronto,Doctoral,Natural resources and conservation,Human Resources Manager,8,8 years,Yukon,73000,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,38300,-0.6,129100,129100
337,337,University de Sherbrooke,Doctoral,"Dental, medical and veterinary residency programs",Natural Resources Manager,3,3 years,Northwest Territories,59000,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,4700,-0.6,137125,137125
338,338,Cygep de Saint-Hyacinthe,Doctoral,Engineering,Actuary,8,8 years,Prince Edward Island,59000,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,53500,19.64,70075,70075
339,339,HEC Montryal,Master's,Security and protective services,Library Manager,10,10 years,Quebec,74000,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,72300,-4.12,108775,108775
340,340,Saint Mary's University,Bachelor's,Communications technologies/technicians and support services,Economic Policy Researcher,4,4 years,Yukon,58500,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,89100,3.8,70000,70000
341,341,Vancouver Island University,Bachelor's,History,Geoscientist,8,8 years,Northwest Territories,39000,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,75700,-0.6,78025,78025
342,342,Native Education College,Doctoral,Security and protective services,Computer Programmer,9,9 years,Manitoba,24500,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,76100,14.36,130000,130000
343,343,"University de Guelph, Campus d'Alfred",Associate,Education,Information Systems Analyst,4,4 years,British Columbia,23000,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,77900,-1.48,109375,109375
344,344,University of Windsor,Doctoral,Construction trades,Interactive Media Developer,5,5 years,Alberta,77000,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,34900,7.32,109075,109075
345,345,"University de Guelph, Campus d'Alfred",Master's,Computer and information Sciences and support services,Investment Manager,1,1 years,Nova Scotia,55000,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,76700,19.64,114100,114100
346,346,York University,Associate,Communications technologies/technicians and support services,Employment Counsellor,7,7 years,Saskatchewan,74500,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,64100,2.04,115000,115000
347,347,College of the New Caledonia,Master's,History,Electrical Engineer,6,6 years,Yukon,75500,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,31100,9.96,70150,70150
348,348,Brock University,Master's,Health professions and related programs,Geoscientist,7,7 years,Quebec,51500,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,27500,-2.36,147700,147700
349,349,Wilfrid Laurier University,Associate,Social Sciences,Marketing researcher,3,3 years,Northwest Territories,55000,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,16300,-0.6,86425,86425
350,350,Cygep de Saint-Laurent,Doctoral,"Liberal arts and sciences, general studies and humanities",Retail and Wholesale Trade Manager,8,8 years,Alberta,64500,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,16900,17.88,146125,146125
351,351,Vancouver Island University,Bachelor's,"Business, management, marketing and related support services",Economic Policy Researcher,8,8 years,Nova Scotia,45500,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,38500,8.2,43900,43900
352,352,Concordia University,Bachelor's,"Dental, medical and veterinary residency programs",Interactive Media Developer,2,2 years,Northwest Territories,46000,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,52700,4.68,133225,133225
353,353,University of Western Ontario,Master's,"Business, management, marketing and related support services",Statistician,8,8 years,Alberta,38000,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,48100,4.68,51025,51025
354,354,University du Quybec à Rimouski (UQAR),Master's,"Dental, medical and veterinary residency programs",Manufacturing Manager,5,5 years,Manitoba,55000,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,61900,10.84,54325,54325
355,355,"University de Guelph, Campus d'Alfred",Bachelor's,Library Science,Senior Communication Manager,9,9 years,Saskatchewan,72500,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,4900,-4.12,130600,130600
356,356,University of Toronto,Bachelor's,Science technologies/technicians,Computer Programmer,6,6 years,British Columbia,23500,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,86300,15.24,123775,123775
357,357,University de Sherbrooke,Master's,Computer and information Sciences and support services,Accommodation Service Manager,1,1 years,Nova Scotia,28000,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,50300,15.24,102025,102025
358,358,College of the New Caledonia,Doctoral,French language and literature/letters,Construction Manager,9,9 years,Quebec,49500,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,10700,9.08,137500,137500
359,359,Dalhousie University,Associate,"Business, management, marketing and related support services",Publiching Manager,2,2 years,Alberta,27000,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,68900,18.76,128575,128575
360,360,Vancouver Institute of Media Arts,Doctoral,Theology and religious vocations,Business Development Officer,1,1 years,Nova Scotia,47500,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,97300,17.88,48250,48250
361,361,McMaster University,Associate,"Dental, medical and veterinary residency programs",Medical Radiation Technologist,8,8 years,Manitoba,67000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,5100,17.88,117325,117325
362,362,Brescia University College,Bachelor's,"Liberal arts and sciences, general studies and humanities",Business Development Officer,4,4 years,Saskatchewan,29500,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,14900,-3.24,106000,106000
363,363,Cygep de Saint-Hyacinthe,Bachelor's,Public administration and social service professions,Economist,7,7 years,New Brunswick,55000,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,46500,16.12,86125,86125
364,364,Ryerson University,Bachelor's,Mathematics and statistics,Financial Manager,5,5 years,British Columbia,55500,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,55100,5.56,53125,53125
365,365,Queen's University,Master's,"Communication, journalism and related programs",Corporate Sales Manager,5,5 years,Alberta,61500,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,95500,19.64,70225,70225
366,366,University of Windsor,Bachelor's,Architecture and related services,Restaurant and Food Service Manager,3,3 years,Prince Edward Island,32500,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,42900,0.28,145075,145075
367,367,York University,Associate,"Agriculture, agriculture operations and related Sciences",Community Manager,9,9 years,Nova Scotia,76500,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,38100,17,55075,55075
368,368,Vancouver Institute of Media Arts,Bachelor's,Science technologies/technicians,Human Resources Manager,5,5 years,Prince Edward Island,31500,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,47700,4.68,54625,54625
369,369,Native Education College,Master's,Legal professions and studies,Home Building and Renovation Manager,4,4 years,New Brunswick,35500,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,99300,10.84,95050,95050
370,370,University de Montryal,Master's,Security and protective services,Financial Sales Representative,5,5 years,Northwest Territories,69000,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,5100,6.44,44275,44275
371,371,Huron University College,Bachelor's,Construction trades,Terminologist,2,2 years,Quebec,70000,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,30300,19.64,118375,118375
372,372,University de Sherbrooke,Bachelor's,English language and literature/letters,Marketing Manager,5,5 years,New Brunswick,51500,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12300,10.84,149200,149200
373,373,McMaster University,Bachelor's,Communications technologies/technicians and support services,Geoscientist,2,2 years,Ontario,62500,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,6100,13.48,89350,89350
374,374,Dalhousie University,Master's,Precision production,Real Estate Agent,6,6 years,Northwest Territories,24000,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,57300,11.72,52450,52450
375,375,Niagara College,Associate,Communications technologies/technicians and support services,Data Administrator,8,8 years,Newfoundland and Labrador,60000,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,11700,0.28,124225,124225
376,376,University de Sherbrooke,Bachelor's,Physical Sciences,Dietitian,3,3 years,Alberta,68000,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,18900,-5,141400,141400
377,377,University du Quybec à Rimouski (UQAR),Master's,French language and literature/letters,Statistician,10,10 years,Newfoundland and Labrador,58500,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,93700,-0.6,89650,89650
378,378,Cygep de Saint-Laurent,Doctoral,Theology and religious vocations,Natural Resources Manager,8,8 years,Northwest Territories,74000,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,4700,-0.6,137125,137125
379,379,York University,Master's,Legal professions and studies,Electrical Engineer,6,6 years,Saskatchewan,70000,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,24900,10.84,48100,48100
380,380,Ryerson University,Associate,History,Purchasing Manager,2,2 years,Nova Scotia,46500,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,95900,-0.6,95800,95800
381,381,University of Alberta,Associate,Library Science,Mechanical Engineer,9,9 years,Northwest Territories,56500,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,10700,5.56,130525,130525
382,382,Vancouver Institute of Media Arts,Associate,Psychology,Psychologist,9,9 years,Nova Scotia,39500,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,11300,12.6,127075,127075
383,383,Brescia University College,Bachelor's,Military technologies and applied Sciences,Insurance Agent,2,2 years,Ontario,78000,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,35300,14.36,80875,80875
384,384,Brock University,Master's,Psychology,Facility Operation and Maintenance Manager,1,1 years,Quebec,76000,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7700,8.2,92050,92050
385,385,Cygep de Saint-Hyacinthe,Bachelor's,Transportation and materials moving,Data Administrator,2,2 years,British Columbia,21000,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,3500,6.44,49225,49225
386,386,New Brunswick Bible Institute,Master's,Mathematics and statistics,Corporate Sales Manager,1,1 years,Yukon,63000,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,4900,-1.48,61600,61600
387,387,University du Quybec à Rimouski (UQAR),Doctoral,Visual and performing arts,Community Manager,7,7 years,Alberta,53500,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,47100,13.48,143425,143425
388,388,University of Waterloo,Associate,Social Sciences,Dietitian,1,1 years,Manitoba,21500,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,92700,-3.24,116500,116500
389,389,Native Education College,Master's,History,Accommodation Service Manager,5,5 years,Yukon,52500,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,12300,19.64,82750,82750
390,390,Brock University,Bachelor's,Library Science,Psychologist,4,4 years,Alberta,37000,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,38900,5.56,72100,72100
391,391,Victoria University,Master's,Health professions and related programs,Facility Operation and Maintenance Manager,2,2 years,Prince Edward Island,64500,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,64700,10.84,130450,130450
392,392,Cygep de Saint-Laurent,Associate,Mechanic and repair technologies/technicians,Purchasing Manager,4,4 years,Alberta,45500,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,72300,16.12,59200,59200
393,393,Niagara College,Master's,Engineering technologies and engineering-related fields,Restaurant and Food Service Manager,2,2 years,Prince Edward Island,74000,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,42900,0.28,145075,145075
394,394,Dalhousie University,Master's,Natural resources and conservation,Purchasing Manager,3,3 years,Newfoundland and Labrador,40000,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,67900,5.56,69325,69325
395,395,Wilfrid Laurier University,Master's,Computer and information Sciences and support services,Manufacturing Manager,1,1 years,Saskatchewan,39500,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,27500,14.36,67450,67450
396,396,Cygep de la Gaspysie et des Îles,Bachelor's,Engineering technologies and engineering-related fields,Educational Counsellor,9,9 years,Northwest Territories,76000,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,20900,3.8,79375,79375
397,397,College of the New Caledonia,Master's,Engineering technologies and engineering-related fields,Marine Traffic Regulators,1,1 years,British Columbia,61500,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,39100,-3.24,146650,146650
398,398,McMaster University,Doctoral,Computer and information Sciences and support services,Accommodation Service Manager,2,2 years,Prince Edward Island,45500,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,87700,16.12,148600,148600
399,399,University of Alberta,Master's,Personal and culinary services,Terminologist,1,1 years,Alberta,56000,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,19900,1.16,96550,96550
400,400,Vancouver Island University,Bachelor's,Engineering technologies and engineering-related fields,Program Administration Manager,4,4 years,Northwest Territories,63000,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,5100,-5,48025,48025
401,401,York University,Associate,Mathematics and statistics,Meteorologist,8,8 years,Nunavut,32000,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,15500,2.04,71725,71725
402,402,Simon Fraser University,Associate,Family and consumer Sciences,Mathematician,2,2 years,Northwest Territories,31500,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,13100,13.48,135625,135625
403,403,Huron University College,Bachelor's,Mechanic and repair technologies/technicians,Telecommunication Manager,5,5 years,Prince Edward Island,37000,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,69100,10.84,123700,123700
404,404,University de Montryal,Associate,"Aboriginal and foreign languages, literatures and linguistics",Marketing researcher,2,2 years,British Columbia,33000,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,86500,13.48,86950,86950
405,405,New Brunswick Bible Institute,Master's,Engineering technologies and engineering-related fields,Transportation Manager,7,7 years,Quebec,26000,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,88300,0.28,50650,50650
406,406,Brock University,Doctoral,Engineering technologies and engineering-related fields,Financial Manager,3,3 years,New Brunswick,61000,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,82100,7.32,73975,73975
407,407,Ryerson University,Bachelor's,Family and consumer Sciences,Economic Policy Researcher,2,2 years,Prince Edward Island,27500,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,19900,6.44,124525,124525
408,408,Victoria University,Master's,Transportation and materials moving,Financial Sales Representative,10,10 years,British Columbia,57000,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,66100,-2.36,86725,86725
409,409,University of Alberta,Master's,"Military Science, leadership and operational art",Data Administrator,7,7 years,New Brunswick,38500,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,78500,-4.12,66775,66775
410,410,Huron University College,Bachelor's,Theology and religious vocations,Database Analyst,2,2 years,Northwest Territories,63000,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,22900,17.88,140050,140050
411,411,Native Education College,Bachelor's,Legal professions and studies,Mathematician,7,7 years,Saskatchewan,48500,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,9900,-5,41950,41950
412,412,HEC Montryal,Doctoral,Mechanic and repair technologies/technicians,Restaurant and Food Service Manager,6,6 years,Nunavut,56500,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,29500,0.28,52600,52600
413,413,Brock University,Associate,Public administration and social service professions,Translator,8,8 years,Alberta,72500,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,14900,19.64,85975,85975
414,414,Cygep de Saint-Laurent,Master's,Education,Senior Construction Manager,2,2 years,Nova Scotia,76000,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,82500,6.44,63550,63550
415,415,University de Montryal,Associate,French language and literature/letters,Psychologist,4,4 years,Prince Edward Island,74500,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,76900,10.84,129250,129250
416,416,University of Toronto,Doctoral,"Military Science, leadership and operational art",Information Systems Analyst,8,8 years,Alberta,56000,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,40100,14.36,134050,134050
417,417,Cygep de la Gaspysie et des Îles,Master's,Engineering technologies and engineering-related fields,Meteorologist,1,1 years,Quebec,63000,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,94700,12.6,64225,64225
