UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count
483,Cygep de la Gaspysie et des Îles,Doctoral,Mechanic and repair technologies/technicians,Business Development Officer,6,6 years,British Columbia,72000,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
484,York University,Doctoral,Biological and biomedical Sciences,Publiching Manager,8,8 years,New Brunswick,24000,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1
485,Wilfrid Laurier University,Associate,Social Sciences,Interpreters,7,7 years,Yukon,43000,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
486,University of Waterloo,Associate,Psychology,Marketing Manager,3,3 years,Nunavut,73000,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
487,HEC Montryal,Doctoral,Multidisciplinary/interdisciplinary studies,Information Systems Analyst,10,10 years,Newfoundland and Labrador,26000,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1
488,Huron University College,Master's,Natural resources and conservation,Corporate Sales Manager,9,9 years,Manitoba,34000,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
489,York University,Master's,Multidisciplinary/interdisciplinary studies,Geoscientist,4,4 years,Northwest Territories,40500,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1
490,Cygep de Saint-Hyacinthe,Doctoral,"Parks, recreation, leisure and fitness studies",Railway Traffic Controller,6,6 years,Yukon,36500,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
491,Brock University,Doctoral,Transportation and materials moving,Educational Counsellor,3,3 years,Northwest Territories,42000,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
492,"University de Guelph, Campus d'Alfred",Master's,"Aboriginal and foreign languages, literatures and linguistics",Investment Manager,3,3 years,Nova Scotia,61500,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
493,York University,Doctoral,Health professions and related programs,Marketing Manager,6,6 years,Nova Scotia,66000,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
494,Carleton University,Master's,French language and literature/letters,Program Administration Manager,4,4 years,Saskatchewan,44000,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1
495,University of Windsor,Bachelor's,Engineering technologies and engineering-related fields,Employment Counsellor,10,10 years,Yukon,51000,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
496,Concordia University,Doctoral,Family and consumer Sciences,Statistician,1,1 years,Prince Edward Island,25000,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1
497,Victoria University,Bachelor's,Military technologies and applied Sciences,Electrical Engineer,3,3 years,Ontario,37500,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1
498,University of Alberta,Associate,Psychology,Actuary,9,9 years,Nova Scotia,41000,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1
499,York University,Doctoral,"Military Science, leadership and operational art",Construction Manager,9,9 years,Yukon,60500,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
500,Cygep de Saint-Hyacinthe,Master's,"Parks, recreation, leisure and fitness studies",Retail and Wholesale Trade Manager,2,2 years,Nova Scotia,32000,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1
501,Wilfrid Laurier University,Bachelor's,Security and protective services,Statistician,9,9 years,Newfoundland and Labrador,34500,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1
502,"University de Guelph, Campus d'Alfred",Bachelor's,Construction trades,Medical Radiation Technologist,9,9 years,Manitoba,53000,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
503,Wilfrid Laurier University,Bachelor's,Natural resources and conservation,Restaurant and Food Service Manager,10,10 years,New Brunswick,55500,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1
504,Dalhousie University,Bachelor's,Mechanic and repair technologies/technicians,Construction Manager,3,3 years,British Columbia,69000,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1
505,New Brunswick Bible Institute,Doctoral,Communications technologies/technicians and support services,Data Administrator,10,10 years,Newfoundland and Labrador,26000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
506,University of Alberta,Bachelor's,Science technologies/technicians,Senior Construction Manager,7,7 years,Nova Scotia,47500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1
507,Brock University,Master's,Philosophy and religious studies,Transportation Manager,8,8 years,Yukon,76000,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
508,University of Windsor,Master's,Library Science,Nutritionist,2,2 years,New Brunswick,53500,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1
509,Carleton University,Doctoral,"Business, management, marketing and related support services",Transportation Manager,5,5 years,Nova Scotia,28500,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
510,University of Western Ontario,Master's,"Dental, medical and veterinary residency programs",Economic Policy Researcher,6,6 years,Alberta,41500,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
511,College of the New Caledonia,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Corporate Sales Manager,2,2 years,Newfoundland and Labrador,54000,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1
512,University de Sherbrooke,Master's,Personal and culinary services,Psychologist,8,8 years,Alberta,60000,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
513,New Brunswick Bible Institute,Doctoral,Physical Sciences,Meteorologist,6,6 years,Saskatchewan,20500,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
514,York University,Associate,Engineering technologies and engineering-related fields,Financial Sales Representative,7,7 years,New Brunswick,38000,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
515,Concordia University,Associate,Health professions and related programs,Meteorologist,7,7 years,Nunavut,52500,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1
516,University de Sherbrooke,Bachelor's,Legal professions and studies,Psychologist,1,1 years,Northwest Territories,62000,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
517,University of Guelph,Associate,Public administration and social service professions,Mechanical Engineer,8,8 years,Saskatchewan,78500,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1
518,"University de Guelph, Campus d'Alfred",Bachelor's,Architecture and related services,Senior Service Manager,10,10 years,Saskatchewan,28000,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1
519,University of Waterloo,Bachelor's,Visual and performing arts,Utilities Manager,6,6 years,Manitoba,76500,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
520,Saint Mary's University,Master's,Communications technologies/technicians and support services,Interactive Media Developer,5,5 years,Saskatchewan,44000,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1
521,Huron University College,Master's,English language and literature/letters,Real Estate Agent,7,7 years,Alberta,49000,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
522,Simon Fraser University,Master's,Philosophy and religious studies,Real Estate Agent,7,7 years,Nova Scotia,26500,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
523,HEC Montryal,Doctoral,Philosophy and religious studies,Insurance Agent,2,2 years,Prince Edward Island,61000,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1
524,University of Toronto,Associate,Social Sciences,Human Resources Manager,8,8 years,Alberta,48500,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
525,"University de Guelph, Campus d'Alfred",Associate,Philosophy and religious studies,Nutritionist,10,10 years,Alberta,49000,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
526,New Brunswick Bible Institute,Associate,Architecture and related services,Oceanographers,7,7 years,Prince Edward Island,38000,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
527,University of Guelph,Associate,"Aboriginal and foreign languages, literatures and linguistics",Marketing researcher,4,4 years,Northwest Territories,31500,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1
528,"University de Guelph, Campus d'Alfred",Master's,Transportation and materials moving,Senior Communication Manager,10,10 years,Nunavut,39500,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
529,Victoria University,Master's,Philosophy and religious studies,Meteorologist,5,5 years,Nova Scotia,59500,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
530,College of the New Caledonia,Bachelor's,Family and consumer Sciences,Corporate Sales Manager,10,10 years,Manitoba,36000,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
531,Vancouver Island University,Associate,Mathematics and statistics,Film and Video Camera Operator,2,2 years,Ontario,23500,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
532,Saint Mary's University,Doctoral,Visual and performing arts,Facility Operation and Maintenance Manager,9,9 years,Yukon,58000,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1
533,University of Western Ontario,Doctoral,Philosophy and religious studies,Financial Manager,5,5 years,British Columbia,36000,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1
534,HEC Montryal,Master's,Family and consumer Sciences,Marketing researcher,1,1 years,Nunavut,23000,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1
535,Niagara College,Bachelor's,Security and protective services,Civil Engineer,9,9 years,Northwest Territories,26500,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
536,Victoria University,Doctoral,Mathematics and statistics,Senior Service Manager,9,9 years,Newfoundland and Labrador,41000,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
537,Simon Fraser University,Master's,History,Terminologist,2,2 years,Yukon,23000,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1
538,University du Quybec à Rimouski (UQAR),Master's,Psychology,Restaurant and Food Service Manager,3,3 years,Saskatchewan,45500,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
539,University of Waterloo,Master's,Personal and culinary services,Insurance Agent,5,5 years,New Brunswick,63000,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
540,University de Montryal,Master's,Construction trades,Publiching Manager,2,2 years,Quebec,68500,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
541,University de Montryal,Bachelor's,French language and literature/letters,Dietitian,5,5 years,New Brunswick,77500,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1
542,Brescia University College,Associate,French language and literature/letters,Educational Counsellor,3,3 years,Alberta,63500,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
543,Simon Fraser University,Associate,Public administration and social service professions,Utilities Manager,8,8 years,Newfoundland and Labrador,66500,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1
544,Huron University College,Associate,Legal professions and studies,Dietitian,5,5 years,Nunavut,66500,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1
545,Simon Fraser University,Associate,"Communication, journalism and related programs",Employment Counsellor,8,8 years,Northwest Territories,41000,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1
546,New Brunswick Bible Institute,Doctoral,Security and protective services,Mathematician,2,2 years,Nova Scotia,26000,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1
547,University de Sherbrooke,Master's,Natural resources and conservation,Architecture and Science Manager,1,1 years,Ontario,52500,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1
548,Cygep de Saint-Laurent,Doctoral,"Area, ethnic, cultural, gender, and group studies",Psychologist,6,6 years,Nova Scotia,72000,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1
549,Victoria University,Master's,Computer and information Sciences and support services,Senior Communication Manager,2,2 years,New Brunswick,27000,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
550,College of the New Caledonia,Bachelor's,Multidisciplinary/interdisciplinary studies,Postal and Courier Services Manager,9,9 years,Manitoba,61000,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1
551,York University,Associate,English language and literature/letters,Mathematician,6,6 years,Ontario,69500,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
552,University of Windsor,Associate,Legal professions and studies,Database Analyst,10,10 years,Ontario,46000,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1
553,Vancouver Island University,Doctoral,"Area, ethnic, cultural, gender, and group studies",Medical Radiation Technologist,8,8 years,Nova Scotia,57000,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1
554,Simon Fraser University,Doctoral,"Liberal arts and sciences, general studies and humanities",Meteorologist,2,2 years,Alberta,50500,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
555,University of Western Ontario,Master's,Architecture and related services,Dietitian,4,4 years,Nova Scotia,20000,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1
556,University du Quybec à Rimouski (UQAR),Master's,Personal and culinary services,Publiching Manager,6,6 years,Alberta,45500,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1
557,New Brunswick Bible Institute,Master's,Architecture and related services,Translator,4,4 years,Ontario,43000,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
558,Huron University College,Master's,Visual and performing arts,Community Manager,9,9 years,Newfoundland and Labrador,73500,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
559,"University de Guelph, Campus d'Alfred",Bachelor's,Security and protective services,Mathematician,3,3 years,Saskatchewan,33500,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1
560,University of Guelph,Doctoral,Legal professions and studies,Pharmacist,1,1 years,New Brunswick,63500,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
561,Brescia University College,Associate,Architecture and related services,Economist,9,9 years,Ontario,24000,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
562,Saint Mary's University,Bachelor's,Legal professions and studies,Insurance Manager,4,4 years,Yukon,63500,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
563,Brescia University College,Doctoral,Natural resources and conservation,Pharmacist,4,4 years,Saskatchewan,20000,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
564,Carleton University,Doctoral,Public administration and social service professions,Insurance Agent,9,9 years,Quebec,23000,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
565,University de Montryal,Bachelor's,Science technologies/technicians,Insurance Agent,1,1 years,Nunavut,70000,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
566,Brock University,Bachelor's,Science technologies/technicians,Library Manager,9,9 years,Alberta,32500,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
567,Vancouver Island University,Associate,"Communication, journalism and related programs",Engineering Manager,1,1 years,Quebec,66500,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
568,McMaster University,Doctoral,Engineering technologies and engineering-related fields,Financial Manager,5,5 years,Newfoundland and Labrador,23500,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
569,"University de Guelph, Campus d'Alfred",Master's,Communications technologies/technicians and support services,Investment Manager,3,3 years,Saskatchewan,55000,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1
570,Simon Fraser University,Doctoral,Engineering,Construction Manager,6,6 years,Newfoundland and Labrador,38000,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
571,Carleton University,Master's,"Liberal arts and sciences, general studies and humanities",Library Manager,3,3 years,Nunavut,66000,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1
572,Niagara College,Master's,Mechanic and repair technologies/technicians,Railway Traffic Controller,1,1 years,Alberta,70500,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1
573,University de Sherbrooke,Master's,"Liberal arts and sciences, general studies and humanities",Nutritionist,1,1 years,Saskatchewan,77000,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1
574,University of Waterloo,Doctoral,Library Science,Library and Public Archive Technician,6,6 years,Ontario,80000,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1
575,Brock University,Associate,Biological and biomedical Sciences,Data Administrator,3,3 years,Yukon,76000,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
576,University of Alberta,Bachelor's,"Military Science, leadership and operational art",Postal and Courier Services Manager,8,8 years,Quebec,34500,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
577,Victoria University,Associate,Legal professions and studies,Statistician,4,4 years,New Brunswick,71500,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
578,Huron University College,Master's,"Area, ethnic, cultural, gender, and group studies",Construction Manager,3,3 years,Manitoba,79500,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1
579,College of the New Caledonia,Associate,Construction trades,Geoscientist,10,10 years,New Brunswick,50000,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1
580,New Brunswick Bible Institute,Master's,Natural resources and conservation,Pharmacist,10,10 years,New Brunswick,51000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
581,Vancouver Institute of Media Arts,Bachelor's,"Communication, journalism and related programs",Marine Traffic Regulators,2,2 years,Ontario,35500,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
582,Simon Fraser University,Master's,"Liberal arts and sciences, general studies and humanities",Climatologists,5,5 years,New Brunswick,34000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1
583,Ryerson University,Bachelor's,Library Science,Translator,3,3 years,Nova Scotia,54000,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
584,Native Education College,Master's,Architecture and related services,Engineering Manager,1,1 years,Ontario,76500,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1
585,Ryerson University,Bachelor's,Architecture and related services,Program Administration Manager,9,9 years,Manitoba,37500,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
586,Carleton University,Associate,Military technologies and applied Sciences,Electrical Engineer,4,4 years,Nova Scotia,48000,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
587,Cygep de Saint-Laurent,Bachelor's,"Military Science, leadership and operational art",Educational Counsellor,2,2 years,Prince Edward Island,70500,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
